Execution Date,Network Code,Subnetwork,Region,Area,People,Water heating,General heating,Usage kWh,Retailer,Plan Name,Tariffs and discounts,Plan attributes,Estimated yearly cost,Prices last changed,Result URL
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Electric Kiwi,Everyday Anytime with controlled and night 15kV Residential (Standard User),Daily Fixed Charge Anytime with Controlled and Night: $1.7200 | Anytime with Controlled and Night variable charge peak: $0.5218 | Anytime with Controlled and Night variable charge off-peak: $0.5218 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$7,331",July 2025 ,https://www.powerswitch.org.nz/results?p=woZaAgvPkB
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Electric Kiwi,Sunday Saver Anytime 15kV Residential (Standard User),Anytime Plan Fixed Charge: $3.1199 | Anytime Plan variable charge Peak: $0.5623 | Anytime Plan variable charge Off Peak: $0.5061 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$5,762*",June 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Contact Energy,Good Weekends Standard Plan,Daily charge: $2.6450 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.4588 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$5,812",April 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $2.0816 | Day - cents/kWh: $0.4747 | Night - cents/kWh: $0.3449 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,053",June 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Electric Kiwi,MoveMaster Anytime Residential (Standard User),Anytime Plan Fixed Charge: $1.1900 | Anytime Peak: $0.7490 | Anytime Shoulder: $0.4494 | Anytime Night: $0.3745 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$6,133",July 2025 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Mercury,Flex - Standard use,Daily (c/day): $2.0125 | Peak (c/kWh): $0.5292 | Off Peak (c/kWh): $0.3672 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,143",June 2023 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Contact Energy,Basic Anytime,Daily charge: $2.3000 | Anytime: $0.4404 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$6,309",April 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Contact Energy,Broadband Bundle Anytime,Daily charge: $2.3000 | Anytime: $0.4404 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$6,309*",April 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Contact Energy,Good Nights Standard Plan,Daily charge: $2.5300 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.5302 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$6,322",April 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Genesis Energy,PowerHome Uncontrolled (Standard user),Daily Fixed Charge: $2.0816 | Uncontrolled: $0.4542 | ,No fixed term contract,"$6,373",January 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Powershop,Peak/Off Peak with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$6,390",April 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Meridian Energy,Freedom Plan Anytime,Daily: $1.6895 | Anytime: $0.4786 | ,No fixed term contract,"$6,531",March 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Mercury,Everyday Open Term Standard User Anytime,Daily: $2.0125 | Anytime: $0.4730 | ,No fixed term contract,"$6,579",January 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Pulse Energy,Price Promise Plan Standard Uncontrolled (All Day),Daily charge: $2.4150 | Uncontrolled: $0.4772 | ,No fixed term contract,"$6,778",April 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Octopus Energy,OctopusFlexi Standard User TOU plan,Daily charge: $2.4858 | Peak: $0.6164 | Off-peak: $0.4784 | Night: $0.3082 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,840",March 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Electric Kiwi,Everyday Anytime 15kV Residential (Standard User),Daily Fixed Charge Anytime: $1.7200 | Anytime variable charge peak: $0.5730 | Anytime variable charge off-peak: $0.5730 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$6,928",July 2025 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Heat pump,"12,357",Pulse Energy,Power Shift Standard User,Daily Charge: $2.3000 | Weekdays Peak: $0.7284 | Weekdays Off-Peak: $0.5544 | Weekends Peak: $0.3642 | Weekends Off-Peak: $0.2772 | Weekdays Night: $0.4867 | Weekends Night: $0.2433 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$7,272",April 2026 ,https://www.powerswitch.org.nz/results?p=BEbNlRwWEV
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Electric Kiwi,Sunday Saver Anytime 15kV Residential (Standard User),Anytime Plan Fixed Charge: $3.1199 | Anytime Plan variable charge Peak: $0.5623 | Anytime Plan variable charge Off Peak: $0.5061 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$6,212*",June 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Electric Kiwi,MoveMaster Anytime Residential (Standard User),Anytime Plan Fixed Charge: $1.1900 | Anytime Peak: $0.7490 | Anytime Shoulder: $0.4494 | Anytime Night: $0.3745 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$6,233",July 2025 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $2.0816 | Day - cents/kWh: $0.4747 | Night - cents/kWh: $0.3449 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,259",June 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Contact Energy,Good Weekends Standard Plan,Daily charge: $2.6450 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.4588 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$6,331",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Mercury,Flex - Standard use,Daily (c/day): $2.0125 | Peak (c/kWh): $0.5292 | Off Peak (c/kWh): $0.3672 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,412",June 2023 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Powershop,Peak/Off Peak with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$6,648",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Octopus Energy,OctopusFlexi Standard User TOU plan,Daily charge: $2.4858 | Peak: $0.6164 | Off-peak: $0.4784 | Night: $0.3082 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,765",March 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Contact Energy,Basic Anytime,Daily charge: $2.3000 | Anytime: $0.4404 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$6,895",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Contact Energy,Broadband Bundle Anytime,Daily charge: $2.3000 | Anytime: $0.4404 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$6,895*",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Contact Energy,Good Nights Standard Plan,Daily charge: $2.5300 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.5302 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$6,901",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Genesis Energy,PowerHome Uncontrolled (Standard user),Daily Fixed Charge: $2.0816 | Uncontrolled: $0.4542 | ,No fixed term contract,"$6,975",January 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Meridian Energy,Freedom Plan Anytime,Daily: $1.6895 | Anytime: $0.4786 | ,No fixed term contract,"$7,165",March 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Mercury,Everyday Open Term Standard User Anytime,Daily: $2.0125 | Anytime: $0.4730 | ,No fixed term contract,"$7,206",January 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Pulse Energy,Price Promise Plan Standard Uncontrolled (All Day),Daily charge: $2.4150 | Uncontrolled: $0.4772 | ,No fixed term contract,"$7,410",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Pulse Energy,Power Shift Standard User,Daily Charge: $2.3000 | Weekdays Peak: $0.7284 | Weekdays Off-Peak: $0.5544 | Weekends Peak: $0.3642 | Weekends Off-Peak: $0.2772 | Weekdays Night: $0.4867 | Weekends Night: $0.2433 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$7,502",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Clyde & Cromwell,Otago,Central Otago (15 kVA capacity),5+ people,Electric continuous hot water,Night store heater,"13,682",Electric Kiwi,Everyday Anytime 15kV Residential (Standard User),Daily Fixed Charge Anytime: $1.7200 | Anytime variable charge peak: $0.5730 | Anytime variable charge off-peak: $0.5730 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$7,604",July 2025 ,https://www.powerswitch.org.nz/results?p=bkpglVMQmN
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Meridian Energy,Low user Freedom Plan Economy 24,Daily: $0.9708 | Economy 24: $0.3388 | ,No fixed term contract,"$2,392",March 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Electric Kiwi,Sunday Saver All Inclusive 8kV Residential (Low User),Plan Fixed Charge: $2.0700 | All Inclusive Plan variable charge Peak: $0.4252 | All Inclusive Plan variable charge Off Peak: $0.3825 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$2,456*",June 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Powershop,Low User Peak/Off Peak Controlled with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$2,498",April 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Pulse Energy,Price Promise Plan Low User All Inclusive,Daily Charge: $1.3179 | All Inclusive: $0.3361 | ,No fixed term contract,"$2,503",April 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Genesis Energy,PowerHome All Inclusive (Low user),Daily Fixed Charge: $1.6732 | All Inclusive: $0.3209 | ,No fixed term contract,"$2,541",January 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Electric Kiwi,MoveMaster All Inclusive Residential (Low User),Plan Fixed Charge: $1.1500 | All Inclusive Peak: $0.5919 | All Inclusive Shoulder: $0.3552 | All Inclusive Night: $0.2959 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$2,612",July 2025 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Genesis Energy,Time Varied Plan - Low User,Daily Charge - cents/day: $1.6732 | Day - cents/kWh: $0.4166 | Night - cents/kWh: $0.2264 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,742",June 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Mercury,Everyday Open Term Low User Inclusive,Daily charge: $1.7250 | Inclusive: $0.3570 | ,No fixed term contract,"$2,777",January 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Electric Kiwi,Everyday All Inclusive 8kV Residential (Low User),Daily Fixed Charge: $1.7200 | All Inclusive variable charge peak: $0.4034 | All Inclusive variable charge off-peak: $0.4034 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$2,787",July 2025 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Mercury,Flex Low Use,Daily (c/day): $1.7250 | Peak (c/kWh): $0.4394 | Off Peak (c/kWh): $0.3165 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,850",June 2023 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Contact Energy,Good Nights Low User Plan,Daily charge: $2.0700 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.4220 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$2,850",April 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Contact Energy,Basic All Day Economy (Low User),Daily Charge: $2.0700 | All Day Economy: $0.3473 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$2,858",April 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Contact Energy,Broadband Bundle All Day Economy (Low User),Daily Charge: $2.0700 | All Day Economy: $0.3473 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$2,858*",April 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Contact Energy,Good Weekends Low User Plan,Daily charge: $2.0700 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.4772 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$3,209",April 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Heat pump,"6,015",Octopus Energy,OctopusFlexi Low User TOU plan,Daily charge: $1.7250 | Peak: $0.5344 | Off-peak: $0.4424 | Night: $0.2671 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$3,210",March 2026 ,https://www.powerswitch.org.nz/results?p=VkLwexYLmz
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Meridian Energy,Low user Freedom Plan Economy 24 with Night (Heating),Daily: $0.9708 | Economy 24: $0.3388 | Night: $0.2039 | ,No fixed term contract,"$2,343",March 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Electric Kiwi,Sunday Saver All Inclusive with night 8kV Residential (Low User),Plan Fixed Charge: $2.0700 | All Inclusive with Night Plan variable charge Peak: $0.3690 | All Inclusive with Night Plan variable charge Off Peak: $0.3321 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$2,392*",June 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Meridian Energy,Low user Freedom Plan Economy 24 with NightBoost (Heating),Daily: $0.9708 | Economy 24: $0.3388 | NightBoost: $0.2341 | ,No fixed term contract,"$2,409",March 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Genesis Energy,PowerHome All Inclusive with Night Only (Low user),Daily Fixed Charge: $1.6732 | All Inclusive: $0.3209 | Night Only: $0.1797 | ,No fixed term contract,"$2,466",January 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Genesis Energy,PowerHome All Inclusive with Night Boost (Low user),Daily Fixed Charge: $1.6732 | All Inclusive: $0.3209 | Night Boost: $0.2188 | ,No fixed term contract,"$2,550",January 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Electric Kiwi,MoveMaster All Inclusive with night Residential (Low User),Plan Fixed Charge: $1.1500 | All Inclusive with night - Peak: $0.5842 | All Inclusive with night - Shoulder: $0.3506 | All Inclusive with night - Night: $0.2921 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$2,626",July 2025 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Contact Energy,Broadband Bundle All Day Economy with Night (Low User),Daily Charge: $2.0700 | All Day Economy: $0.3473 | Night: $0.1598 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$2,703*",April 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Contact Energy,Basic All Day Economy with Night (Low User),Daily Charge: $2.0700 | All Day Economy: $0.3473 | Night: $0.1598 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$2,703",April 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Genesis Energy,Time Varied Plan - Low User,Daily Charge - cents/day: $1.6732 | Day - cents/kWh: $0.4166 | Night - cents/kWh: $0.2264 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,709",June 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Mercury,Everyday Open Term Low User Inclusive with Night meter,Daily charge: $1.7250 | Inclusive: $0.3570 | Night Meter: $0.2215 | ,No fixed term contract,"$2,740",January 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Mercury,Everyday Open Term Low User Inclusive with Night Boost Meter,Daily charge: $1.7250 | Inclusive: $0.3570 | Night Boost Meter: $0.2693 | ,No fixed term contract,"$2,843",January 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Contact Energy,Broadband Bundle All Day Economy with Night Boost (Low User),Daily Charge: $2.0700 | All Day Economy: $0.3473 | Night Boost: $0.2311 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$2,857*",April 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Contact Energy,Basic All Day Economy with Night Boost (Low User),Daily Charge: $2.0700 | All Day Economy: $0.3473 | Night Boost: $0.2311 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$2,857",April 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Mercury,Flex Low Use,Daily (c/day): $1.7250 | Peak (c/kWh): $0.4394 | Off Peak (c/kWh): $0.3165 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,987",June 2023 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Electric Kiwi,Everyday All Inclusive with night 8kV Residential (Low User),Daily Fixed Charge: $1.7200 | All Inclusive with Night variable charge peak: $0.3981 | All Inclusive with Night variable charge off-peak: $0.3981 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$3,013",July 2025 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Contact Energy,Good Nights Low User Plan,Daily charge: $2.0700 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.4220 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$3,100",April 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Octopus Energy,OctopusFlexi Low User TOU plan,Daily charge: $1.7250 | Peak: $0.5344 | Off-peak: $0.4424 | Night: $0.2671 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$3,156",March 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
