Execution Date,Network Code,Subnetwork,Region,Area,People,Water heating,General heating,Usage kWh,Retailer,Plan Name,Tariffs and discounts,Plan attributes,Estimated yearly cost,Prices last changed,Result URL
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric hot water cylinder,Night store heater,"6,732",Contact Energy,Good Weekends Low User Plan,Daily charge: $2.0700 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.4772 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$3,501",April 2026 ,https://www.powerswitch.org.nz/results?p=KkRrVzwbkR
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Meridian Energy,Low user Freedom Plan Anytime,Daily: $0.9708 | Anytime: $0.3942 | ,No fixed term contract,"$2,595",March 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Electric Kiwi,Sunday Saver Anytime 8kV Residential (Low User),Plan Fixed Charge: $2.0700 | Anytime Plan variable charge Peak: $0.4932 | Anytime Plan variable charge Off Peak: $0.4438 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$2,620*",June 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Genesis Energy,Time Varied Plan - Low User,Daily Charge - cents/day: $1.6732 | Day - cents/kWh: $0.4166 | Night - cents/kWh: $0.2264 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,624",June 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Pulse Energy,Price Promise Plan Low User Uncontrolled,Daily Charge: $1.3179 | Uncontrolled: $0.3915 | ,No fixed term contract,"$2,706",April 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Powershop,Low User Peak/Off Peak Uncontrolled with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$2,720",April 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Mercury,Flex Low Use,Daily (c/day): $1.7250 | Peak (c/kWh): $0.4394 | Off Peak (c/kWh): $0.3165 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,728",June 2023 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Contact Energy,Good Nights Low User Plan,Daily charge: $2.0700 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.4220 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$2,735",April 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Genesis Energy,PowerHome Uncontrolled (Low user),Daily Fixed Charge: $1.6732 | Uncontrolled: $0.3769 | ,No fixed term contract,"$2,753",January 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Mercury,Everyday Open Term Low User Anytime,Daily charge: $1.7250 | Anytime: $0.4229 | ,No fixed term contract,"$3,033",January 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Octopus Energy,OctopusFlexi Low User TOU plan,Daily charge: $1.7250 | Peak: $0.5344 | Off-peak: $0.4424 | Night: $0.2671 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$3,068",March 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Contact Energy,Good Weekends Low User Plan,Daily charge: $2.0700 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.4772 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$3,074",April 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Electric Kiwi,MoveMaster Anytime Residential (Low User),Plan Fixed Charge: $1.1500 | Anytime Peak: $0.7626 | Anytime Shoulder: $0.4576 | Anytime Night: $0.3813 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$3,089",July 2025 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Electric Kiwi,Everyday Anytime 8kV Residential (Low User),Daily Fixed Charge: $1.7200 | Anytime variable charge peak: $0.5157 | Anytime variable charge off-peak: $0.5157 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$3,236",July 2025 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Contact Energy,Basic Anytime (Low User),Daily Charge: $2.0700 | Anytime: $0.4531 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$3,343",April 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),1-2 people,Electric continuous hot water,Heat pump,"5,684",Contact Energy,Broadband Bundle Anytime (Low User),Daily Charge: $2.0700 | Anytime: $0.4531 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$3,343*",April 2026 ,https://www.powerswitch.org.nz/results?p=lmXaMvWAkw
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Electric Kiwi,Sunday Saver All Inclusive 8kV Residential (Standard User),All Inclusive Plan Fixed Charge: $3.1199 | All Inclusive Plan variable charge Peak: $0.3746 | All Inclusive Plan variable charge Off Peak: $0.3372 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$4,407*",June 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Powershop,Peak/Off Peak Controlled with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$4,602",April 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Genesis Energy,PowerHome All Inclusive (Standard user),Daily Fixed Charge: $2.0488 | All Inclusive: $0.3057 | ,No fixed term contract,"$4,756",January 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Meridian Energy,Freedom Plan Economy 24,Daily: $0.9708 | Economy 24: $0.3388 | ,No fixed term contract,"$4,797",March 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Pulse Energy,Price Promise Plan Standard User All Inclusive,Daily Charge: $1.6744 | All Inclusive: $0.3287 | ,No fixed term contract,"$4,921",April 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $2.0488 | Day - cents/kWh: $0.4015 | Night - cents/kWh: $0.2113 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,198",June 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Electric Kiwi,MoveMaster All Inclusive Residential (Standard User),All Inclusive Plan Fixed Charge: $1.1500 | All Inclusive Peak: $0.5919 | All Inclusive Shoulder: $0.3552 | All Inclusive Night: $0.2960 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,200",July 2025 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Contact Energy,Good Nights Standard Plan,Daily charge: $2.5656 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.3990 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,256",April 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Contact Energy,Basic All Day Economy,Daily Charge: $2.6404 | All Day Economy: $0.3254 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$5,260",April 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Contact Energy,Broadband Bundle All Day Economy,Daily Charge: $2.6404 | All Day Economy: $0.3254 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$5,260*",April 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Mercury,Everyday Open Term Standard Inclusive,Daily charge: $1.8515 | Inclusive: $0.3519 | ,No fixed term contract,"$5,290",January 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Electric Kiwi,Everyday All Inclusive 8kV Residential (Standard User),Daily Fixed Charge All Inclusive: $1.7200 | All Inclusive variable charge peak: $0.4034 | All Inclusive variable charge off-peak: $0.4034 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$5,335",July 2025 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Mercury,Flex - Standard use,Daily (c/day): $1.8515 | Peak (c/kWh): $0.4353 | Off Peak (c/kWh): $0.3118 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,460",June 2023 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Contact Energy,Good Weekends Standard Plan,Daily charge: $2.7106 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.4473 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$6,004",April 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Heat pump,"13,113",Octopus Energy,OctopusFlexi Standard User TOU plan,Daily charge: $2.4858 | Peak: $0.4969 | Off-peak: $0.4049 | Night: $0.2484 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,099",March 2026 ,https://www.powerswitch.org.nz/results?p=wmZaAgzXEB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Electric Kiwi,Sunday Saver All Inclusive with night 8kV Residential (Standard User),All Inclusive with Night Plan Fixed Charge: $3.1199 | All Inclusive with Night Plan variable charge Peak: $0.3185 | All Inclusive with Night Plan variable charge Off Peak: $0.2867 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$4,173*",June 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Genesis Energy,PowerHome All Inclusive with Night Only (Standard user),Daily Fixed Charge: $2.0488 | All Inclusive: $0.3057 | Night Only: $0.1646 | ,No fixed term contract,"$4,597",January 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Meridian Energy,Freedom Plan Economy 24 with Night (Heating),Daily: $0.9708 | Economy 24: $0.3388 | Night: $0.2039 | ,No fixed term contract,"$4,707",March 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Genesis Energy,PowerHome All Inclusive with Night Boost (Standard user),Daily Fixed Charge: $2.0488 | All Inclusive: $0.3057 | Night Boost: $0.2037 | ,No fixed term contract,"$4,754",January 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Meridian Energy,Freedom Plan Economy 24 with NightBoost (Heating),Daily: $0.9708 | Economy 24: $0.3388 | NightBoost: $0.2341 | ,No fixed term contract,"$4,828",March 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Contact Energy,Broadband Bundle All Day Economy with Night,Daily Charge: $2.6404 | All Day Economy: $0.3254 | Night: $0.1380 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$4,945*",April 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Contact Energy,Basic All Day Economy with Night,Daily Charge: $2.6404 | All Day Economy: $0.3254 | Night: $0.1380 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$4,945",April 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $2.0488 | Day - cents/kWh: $0.4015 | Night - cents/kWh: $0.2113 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,119",June 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Electric Kiwi,MoveMaster All Inclusive with night Residential (Standard User),All Inclusive with Night Plan Fixed Charge: $1.1500 | All Inclusive with night - Peak: $0.5842 | All Inclusive with night - Shoulder: $0.3506 | All Inclusive with night - Night: $0.2921 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,215",July 2025 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Mercury,Everyday Open Term Standard Inclusive with Night meter,Daily charge: $1.8515 | Inclusive: $0.3519 | Night Meter: $0.2164 | ,No fixed term contract,"$5,215",January 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Contact Energy,Broadband Bundle All Day Economy with Night Boost,Daily Charge: $2.6404 | All Day Economy: $0.3254 | Night Boost: $0.2093 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$5,230*",April 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Contact Energy,Basic All Day Economy with Night Boost,Daily Charge: $2.6404 | All Day Economy: $0.3254 | Night Boost: $0.2093 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$5,230",April 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Mercury,Everyday Open Term Standard Inclusive with Night Boost Meter,Daily charge: $1.8515 | Inclusive: $0.3519 | Night Boost Meter: $0.2643 | ,No fixed term contract,"$5,406",January 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Contact Energy,Good Nights Standard Plan,Daily charge: $2.5656 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.3990 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,692",April 2026 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
21/07/2026,DUNE,Dunedin,Otago,Dunedin (8 kVA capacity),5+ people,Electric hot water cylinder,Night store heater,"14,438",Mercury,Flex - Standard use,Daily (c/day): $1.8515 | Peak (c/kWh): $0.4353 | Off Peak (c/kWh): $0.3118 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,706",June 2023 ,https://www.powerswitch.org.nz/results?p=woZaAgRKkB
